task_id,task_number,task_name,validation_status,checks_passed,checks_failed,validation_issues,has_validation_file,- validation,tutorial_source,video_id,video_url,github_repo,categories,human_description,instruction
task_0056,56,Cooldown Button UI Shell,PASS,17,0,Has critical issues,Yes,Godot Engine v4.5.1.stable.official.f62fdbde1 - https://godotengine.org\n\nVALIDATION_FAILED: AbilityButton.texture_normal must use res://assets/icons/energy-arrow.png,KidsCanCode – Cooldown Button,,,https://github.com/godotrecipes/ui_cooldown_button,,Implement Cooldown Button UI Shell,"Finish scenes/AbilityButton.tscn so the TextureButton named AbilityButton uses res://assets/icons/energy-arrow.png and contains the cooldown UI hierarchy from the KidsCanCode recipe. Add a Sweep TextureProgressBar child that fills the entire button, sets fill_mode to Counter Clockwise, value to 0, and modulate to Color(0.145098, 0.145098, 0.145098, 0.87451). Add a one-shot Timer sibling, then create a Counter MarginContainer anchored along the bottom edge (anchor_top = anchor_right = anchor_bottom = 1, offset_top = -19, mouse_filter = Ignore) with theme margin overrides of 5 on the left and right. Inside Counter, add a Value Label that uses button_timer_font.tres, keeps the default text '0.0', enables clip_text, right-aligns the text, and adds a black outline of size 1. Leave scripting for a later task."
task_0057,57,Configure RTS Unit Scene with Aura Highlight,PASS,17,0,Has critical issues,Yes,"Godot Engine v4.5.1.stable.official.f62fdbde1 - https://godotengine.org\n\nVALIDATION_FAILED: Unit collision_layer must be 2\nVALIDATION_PASSED: Unit scene configured with aura highlight and detection area\nERROR: 2 RID allocations of type 'P11GodotBody2D' were leaked at exit.\nWARNING: 2 RIDs of type ""CanvasItem"" were leaked.\n   at: _free_rids (servers/rendering/renderer_canvas_cull.cpp:2678)\nWARNING: ObjectDB instances leaked at exit (run with --verbose for details).\n   at: cleanup (core/object/object.cpp:2514)\nERROR: 1 resources still in use at exit (run with --verbose for details).\n   at: clear (core/io/resource.cpp:795)",https://kidscancode.org/godot_recipes/4.x/input/multi_unit_select/index.html,,,https://github.com/godotrecipes/multi_unit_select,,Implement Configure RTS Unit Scene with Aura Highlight,"Build the reusable Unit scene: root it in a CharacterBody2D on collision layer 2/mask 3, keep it in the 'units' group. Add a Sprite2D child that uses the towerDefense spritesheet texture with region_enabled=true and region_rect=Rect2(960, 640, 64, 64), and apply a ShaderMaterial using the aura.gdshader. Add a CollisionShape2D child with a CircleShape2D of radius 14. Add an Area2D child named 'Detect' (collision layer 2, collision mask 2) with its own CollisionShape2D child using a CircleShape2D of radius 35. Implement unit.gd to export a speed variable, define a target_radius variable, include set_selected() and set_target() setters, an avoid() function that uses $Detect.get_overlapping_bodies(), and use move_and_collide() for movement. The set_selected() function must toggle the aura_width shader parameter (1.0 when selected=true, 0.0 when selected=false). Duplicate the Sprite2D material in _ready() to ensure each instance has its own material."
task_0058,58,Audio Demo Grid UI,PASS,17,0,Has critical issues,Yes,Godot Engine v4.5.1.stable.official.f62fdbde1 - https://godotengine.org\n\nVALIDATION_FAILED: Margins should be 20 on all sides,https://kidscancode.org/godot_recipes/4.x/audio/audio_manager/index.html,,,https://github.com/godotrecipes/audio_manager,,Implement Audio Demo Grid UI,"Create res://scenes/audio_demo.tscn with a MarginContainer root named ""AudioDemo"" that fills the screen, uses 20px margins on all sides, and attaches res://scripts/audio_demo.gd exporting sound_dir defaulting to res://assets. Add a CenterContainer with a GridContainer child set to two columns, with 10px horizontal and vertical separation for dynamically added Buttons. Add a CanvasLayer with an HBoxContainer top bar containing four Labels and a VSeparator in the following order: ""Available Streams:"", a count label, the VSeparator, ""Queue:"", and another count label, all using the Poppins-Medium font at size 24. The label nodes are named Label, Label2, Label4, and Label3 in this exact order. The VSeparator node is named VSeparator. Implement audio_demo.gd so _ready() scans sound_dir for .wav/.ogg files, adds a Button for each with its text set to the filename, Poppins font override, and pressed connected to on_audio_button_pressed, which calls AudioManager.play() on the file path. Ensure _process() updates the count labels to reflect AudioManager.available.size() and AudioManager.queue.size()."
task_0059,59,Minimap UI frame and markers,PASS,17,0,Has critical issues,Yes,Godot Engine v4.5.1.stable.official.f62fdbde1 - https://godotengine.org\n\nVALIDATION_FAILED: Minimap margins must all be 5\nVALIDATION_FAILED: Frame NinePatchRect not found\nSCRIPT ERROR: Invalid access to property or key 'texture' on a base object of type 'null instance'.\n   at: run_validation (res://scripts/test.gd:52)\n   GDScript backtrace (most recent call first):\n       [0] run_validation (res://scripts/test.gd:52)\n       [1] _ready (res://scripts/test.gd:6),https://kidscancode.org/godot_recipes/4.x/ui/minimap/index.html,,,https://github.com/godotrecipes/minimap,,Implement Minimap UI frame and markers,"Implement the minimap UI frame and markers. Inside Main/CanvasLayer/Minimap, size the Minimap MarginContainer to 200x200 with 5px margins, add a NinePatchRect Frame using panel_woodDetail_blank.png with 64px patch margins, add a sibling MarginContainer named ""Content"" with 20px margins containing a TextureRect Grid set to Tile stretch with pattern_blueprintPaper.png, and under Grid create PlayerMarker/MobMarker/AlertMarker Sprite2D nodes using the arrow, red jewel, and yellow exclamation textures (PlayerMarker centered, Mob/Alert hidden). For all textures, use the provided .res files. Don't write any script or create new code file."
task_0060,60,Minimap marker logic and zoom control,PASS,17,0,Has critical issues,Yes,Godot Engine v4.5.1.stable.official.f62fdbde1 - https://godotengine.org\n\nVALIDATION_FAILED: Minimap must be a script instance\nVALIDATION_FAILED: Minimap must export player\nVALIDATION_FAILED: Minimap must export zoom\nVALIDATION_FAILED: Minimap must define set_zoom\nVALIDATION_FAILED: grid_scale property missing\nVALIDATION_FAILED: markers dictionary missing\nSCRIPT ERROR: Invalid access to property or key 'zoom' on a base object of type 'MarginContainer'.\n   at: run_validation (res://scripts/test.gd:49)\n   GDScript backtrace (most recent call first):\n       [0] run_validation (res://scripts/test.gd:49)\n       [1] _ready (res://scripts/test.gd:5),https://kidscancode.org/godot_recipes/4.x/ui/minimap/index.html,,,https://github.com/godotrecipes/minimap,,Implement Minimap marker logic and zoom control,"Implement the minimap logic: export a Player reference and a zoom property with a clamped setter, cache the grid and marker prototypes, center the player marker after the first frame, compute grid_scale from the grid size and viewport, duplicate and show markers for every node in the minimap_objects group using their minimap_icon keys, store them in a 'markers' dictionary, rotate (player rotation + PI/2) and position markers each frame relative to the player (scaling to 0.75 and clamping when off the grid), implement _on_object_removed which removes and erases markers when called, and implement _on_gui_input which handles mouse wheel gui_input to adjust zoom. Ensure the world scene connects minimap_objects ""removed"" signals to the minimap while mobs/crates have the ""removed"" signals, expose each one's ""minimap_icon"", and ensure mobs/crates belong to the minimap_objects group."
task_0061,61,fps_hit_label_overlay,PASS,17,0,Has critical issues,Yes,Godot Engine v4.5.1.stable.official.f62fdbde1 - https://godotengine.org\n\nVALIDATION_FAILED: CanvasLayer missing on FPSPlayer,https://kidscancode.org/godot_recipes/4.x/3d/shooting_raycasts/index.html,,,https://github.com/godotrecipes/3d_shoot_raycasts,,Implement fps_hit_label_overlay,"Add a CanvasLayer with a Label to the FPSPlayer so hit information can be displayed, setting the label offsets to left 10, top 15, right 50, bottom 41 and the font size to 16. Keep the node names the same as their class names."
task_0062,62,Depth Ripple Geometry Setup,PASS,16,0,Has critical issues,Yes,Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nVALIDATION_FAILED: WorldEnvironment with procedural sky missing,YouTube: Bramwell - Tutorial: Improving 3D Water in Godot 4,zvoQqhLeans,https://www.youtube.com/watch?v=zvoQqhLeans,https://github.com/bramreth/Godot4WaterShader,,Implement Depth Ripple Geometry Setup,"Populate res://scenes/main.tscn so Main contains a water depth visualization scene: add a WorldEnvironment with a procedural sky and glow enabled, a DirectionalLight3D with shadows enabled, a MeshInstance3D named Water that uses a 10x10 PlaneMesh subdivided 20x20 with a ShaderMaterial pointing at res://scenes/WaterShader.tres as the material_override, a Background Node3D holding exactly five sphere MeshInstance3Ds positioned near the water surface (y between -2 and 2) with green StandardMaterial3D overrides as their material_override, and a Camera3D positioned at (-4.269, 0.54, -3.258) with a 70.9° FOV."
task_0063,63,HUD GameOver Overlay,NO_VALIDATION_FILE,0,0,,No,NULL,YouTube: Lyricsz Games (Tutorial) - Creating HUD in Godot Part 4 - Godot 4 Beginners Tutorial Ep 14,n3mtPVuuyWk,https://www.youtube.com/watch?v=n3mtPVuuyWk,https://github.com/lyricszgame/the-defender,,Implement HUD GameOver Overlay,"Populate the HUD CanvasLayer so it shows a top MarginContainer named MarginContainer, with a HBoxContainer child node named HBoxContainer, which then contains two Label named Health and Score, writing ""Health: 100"" and ""Score: 0"" repsectively. Then, add a hidden MarginContainer, named GameOver, stretched to the viewport with process mode set to Always. The margin of GameOver should be 70 on left and right, 60 on top, and 100 on bottom. Inside GameOver, include a gradient TextureRect background, a Labels VBox containing three labels (Label writing ""Game Over!!!"", Label2 writing ""your score is 0"", and Label3 writing ""your high score is 100""), and an HBoxContainer named HBoxContainer with buttons named ""menu"" and ""restart""."
task_0064,64,Build the door switch Phantom Camera transition,PASS,10,0,,Yes,"Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nPhysics Interpolation is disabled in the Project Settings, recommend enabling it to smooth out physics-based camera movement\nThis tip can be disabled from within Project Settings / Phantom Camera / Tips / Show Jitter Tips\nVALIDATION_FAILED: EventController must be registered as an autoload",YouTube: WisconsiKnight - Zelda Secret Camera Transition In Godot (Tutorial),kkyaevee7pc,https://www.youtube.com/watch?v=kkyaevee7pc,https://github.com/ramokz/phantom-camera,,Implement Build the door switch Phantom Camera transition,"Register EventController as an autoload that exposes an exit_switch_flipped signal. Build door_switch.tscn so its Area2D contains an AnimatedSprite2D with all switch_button frames from 2 to 0 and animation speed of 9 FPS, a StaticBody2D + CapsuleShape2D floor collider, a second CapsuleShape2D for the detection volume, and a script that only reacts to the Player class, plays the `button_pressed` animation, waits for it to finish, and then emits the signal once. Use variable `switch_pressed` to store whether the door switch is pressed. Create level_door.tscn with an AnimatedSprite2D that plays the seven-frame `open_door` animation, add a PhantomCamera2D child named DoorCamera (priority = 1, zoom = (4, 4), follow_mode = Glued, follow_target targeting the sprite), and script it so when exit_switch_flipped fires the camera priority jumps to 12, waits two seconds, plays the door animation, sets door_open true, and restores priority to 1 after the reveal. Instance both scenes in the main level where the placeholders currently sit so the camera cut focuses on the door before returning to the player."
task_0065,65,HUD Status Bar,NO_VALIDATION_FILE,0,0,,No,NULL,YouTube: Lyricsz Games (Tutorial) - Creating HUD in Godot Part 4 - Godot 4 Beginners Tutorial Ep 14,n3mtPVuuyWk,https://www.youtube.com/watch?v=n3mtPVuuyWk,https://github.com/lyricszgame/the-defender,,Implement HUD Status Bar,"In the HUD CanvasLayer in hud.tscn, create a top MarginContainer anchored to the top of the viewport with 20-pixel margins on left, top, and right. Add an HBoxContainer child, then add two Label children: ""Health"" displaying ""Health: 100"" and ""Score"" displaying ""Score: 0"" with right alignment (size_flags_horizontal=10)."
task_0066,66,Safe Platform Length Builder,PASS,10,0,,Yes,"Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nWARNING: res://scenes/test.tscn:4 - ext_resource, invalid UID: uid://bk0ocudwcker6 - using text path instead: res://scenes/main.tscn\n   at: load (scene/resources/resource_format_text.cpp:447)\nVALIDATION_FAILED: SafePlatform script must exist and be marked @tool",YouTube: HullHound - Level up Your Game Development Skills: Learn to Make Frogger in Godot 4 - Part 5,caADorHNFwI,https://www.youtube.com/watch?v=caADorHNFwI,https://github.com/HullHound/Frogger,,Implement Safe Platform Length Builder,"Turn the SafePlatform scene into a multi-tile platform: Add a hidden Node2D node named `Templates` that holds a Sprite2D using the supplied assets/sprites/tile_0108.tres texture and a matching CollisionShape2D, export length (1–5) and tile_offset_amount on the @tool script, implement setupLength() so changing the length clears Area2D and duplicates the templates with that offset. Extend PlayerMover2D with helper methods, such as clearCollisionShapes and addCollisionShape, so the platform feeds matching collision shapes into the mover each time setupLength() is called."
task_0067,67,River Raid Missile Projectile (Hard),PASS,10,0,,Yes,"Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nWARNING: res://scenes/test.tscn:3 - ext_resource, invalid UID: uid://w4dbrbdxy2ed - using text path instead: res://scripts/test.gd\n   at: load (scene/resources/resource_format_text.cpp:447)\nVALIDATION_FAILED: Missile collision_layer must be 4",YouTube: CyberPotato - [BETTER SOUND REUPLOAD] How to make River Raid Atari Classic in Godot 4 - Tutorial,PjPDNLBdstw,https://www.youtube.com/watch?v=PjPDNLBdstw,https://github.com/wojciech-bilicki/RiverRaidTutorial,,Implement River Raid Missile Projectile (Hard),"Create a Missile scene with an Area2D root named Missile, set its collision layer to 4 and mask to 26, add a Sprite2D that enables region mode to crop the missile sprite from sprites-Sheet.png. The missle sprite is located at the top/center and is 4x4. Attach a 4×4 rectangular CollisionShape2D, and include a VisibleOnScreenNotifier2D scaled to Vector2(0.2, 0.2)."
task_0068,68,Implement Bullet Collision Cleanup,NO_VALIDATION_FILE,0,0,,No,"Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nWARNING: res://scenes/test.tscn:3 - ext_resource, invalid UID: uid://codex0207test - using text path instead: res://scripts/test.gd\n   at: load (scene/resources/resource_format_text.cpp:447)\nVALIDATION_PASSED: Bullet script moves forward and cleans up after collisions","YouTube: Game Dev Artisan - Adding Collisions: Layers, Detections, and Interactions - Godot Fundamentals",z9d8BU1o3Zw,https://www.youtube.com/watch?v=z9d8BU1o3Zw,https://github.com/Game-Dev-Artisan/godot-fundamentals,,Implement Implement Bullet Collision Cleanup,"Update res://scripts/entities/tank/weapon/bullet.gd so the Bullet has const SPEED = 500, stores its travel direction and firing tank, moves every physics frame by direction.normalized() * SPEED * delta, queues itself when area_entered fires, and on body_entered destroys Crate bodies before calling queue_free()."
task_0069,69,Depth Ripple Geometry Setup,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nVALIDATION_FAILED: WorldEnvironment with procedural sky missing,YouTube: Bramwell - Tutorial: Improving 3D Water in Godot 4,zvoQqhLeans,https://www.youtube.com/watch?v=zvoQqhLeans,https://github.com/bramreth/Godot4WaterShader,,Implement Depth Ripple Geometry Setup,"Populate res://scenes/main.tscn so Main contains a water depth visualization scene: add a WorldEnvironment with a procedural sky and glow enabled, a DirectionalLight3D with shadows enabled, a MeshInstance3D named Water that uses a 10x10 PlaneMesh subdivided 20x20 with a ShaderMaterial pointing at res://scenes/WaterShader.tres, a Background Node3D holding exactly 5 sphere MeshInstance3Ds at these positions (all within the 10x10 water plane): Sphere at (3.500, 0.200, -1.000); Sphere2 at (4.200, -0.400, 0.800); Sphere3 at (3.800, 0.000, 2.500); Sphere4 at (2.900, -0.600, -2.800); Sphere5 at (4.000, 0.400, -3.500), all with green StandardMaterial3D overrides, and a Camera3D positioned at (0.195, 0.600, -0.042) with a FOV of 110 and all spheres are visible."
task_0070,70,Depth Ripple Geometry Setup,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nVALIDATION_FAILED: WorldEnvironment with procedural sky missing,YouTube: Bramwell - Tutorial: Improving 3D Water in Godot 4,zvoQqhLeans,https://www.youtube.com/watch?v=zvoQqhLeans,https://github.com/bramreth/Godot4WaterShader,,Implement Depth Ripple Geometry Setup,"Populate res://scenes/main.tscn so Main contains a water depth visualization scene: add a WorldEnvironment with a procedural sky and glow enabled, a DirectionalLight3D with shadows enabled, a MeshInstance3D named Water that uses a 10x10 PlaneMesh subdivided 20x20 with a ShaderMaterial pointing at res://scenes/WaterShader.tres, a Background Node3D holding exactly 5 sphere MeshInstance3Ds at these positions (all within the 10x10 water plane): Sphere at (-3.800, 0.300, 1.200); Sphere2 at (-4.400, -0.500, -0.600); Sphere3 at (-3.200, 0.100, -2.400); Sphere4 at (-2.600, -0.700, 2.800); Sphere5 at (-4.100, 0.400, 3.500), all with green StandardMaterial3D overrides, and a Camera3D positioned at (-0.194, 0.600, 0.048) with a FOV of 110 and all spheres are visible."
task_0071,71,Depth Ripple Geometry Setup,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nVALIDATION_FAILED: WorldEnvironment with procedural sky missing,YouTube: Bramwell - Tutorial: Improving 3D Water in Godot 4,zvoQqhLeans,https://www.youtube.com/watch?v=zvoQqhLeans,https://github.com/bramreth/Godot4WaterShader,,Implement Depth Ripple Geometry Setup,"Populate res://scenes/main.tscn so Main contains a water depth visualization scene: add a WorldEnvironment with a procedural sky and glow enabled, a DirectionalLight3D with shadows enabled, a MeshInstance3D named Water that uses a 10x10 PlaneMesh subdivided 20x20 with a ShaderMaterial pointing at res://scenes/WaterShader.tres, a Background Node3D holding exactly 5 sphere MeshInstance3Ds at these positions (all within the 10x10 water plane): Sphere at (1.200, 0.200, 3.800); Sphere2 at (-1.400, -0.400, 4.300); Sphere3 at (2.600, 0.100, 4.500); Sphere4 at (-2.800, 0.000, 3.200); Sphere5 at (0.400, 0.500, 4.000), all with green StandardMaterial3D overrides, and a Camera3D positioned at (0.000, 0.600, 0.200) with a FOV of 110 and all spheres are visible."
task_0072,72,Depth Ripple Geometry Setup,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nVALIDATION_FAILED: WorldEnvironment with procedural sky missing,YouTube: Bramwell - Tutorial: Improving 3D Water in Godot 4,zvoQqhLeans,https://www.youtube.com/watch?v=zvoQqhLeans,https://github.com/bramreth/Godot4WaterShader,,Implement Depth Ripple Geometry Setup,"Populate res://scenes/main.tscn so Main contains a water depth visualization scene: add a WorldEnvironment with a procedural sky and glow enabled, a DirectionalLight3D with shadows enabled, a MeshInstance3D named Water that uses a 10x10 PlaneMesh subdivided 20x20 with a ShaderMaterial pointing at res://scenes/WaterShader.tres, a Background Node3D holding exactly 5 sphere MeshInstance3Ds at these positions (all within the 10x10 water plane): Sphere at (1.500, 0.200, -4.200); Sphere2 at (-1.000, -0.500, -3.800); Sphere3 at (2.800, 0.000, -4.500); Sphere4 at (-2.600, -0.400, -3.300); Sphere5 at (0.000, 0.400, -4.000), all with green StandardMaterial3D overrides, and a Camera3D positioned at (0.007, 0.600, -0.200) with a FOV of 110 and all spheres are visible."
task_0073,73,Depth Ripple Geometry Setup,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nVALIDATION_FAILED: WorldEnvironment with procedural sky missing,YouTube: Bramwell - Tutorial: Improving 3D Water in Godot 4,zvoQqhLeans,https://www.youtube.com/watch?v=zvoQqhLeans,https://github.com/bramreth/Godot4WaterShader,,Implement Depth Ripple Geometry Setup,"Populate res://scenes/main.tscn so Main contains a water depth visualization scene: add a WorldEnvironment with a procedural sky and glow enabled, a DirectionalLight3D with shadows enabled, a MeshInstance3D named Water that uses a 10x10 PlaneMesh subdivided 20x20 with a ShaderMaterial pointing at res://scenes/WaterShader.tres, a Background Node3D holding exactly 5 sphere MeshInstance3Ds at these positions (all within the 10x10 water plane): Sphere at (3.200, 0.300, 3.000); Sphere2 at (4.000, -0.500, 2.200); Sphere3 at (2.500, 0.100, 4.200); Sphere4 at (3.800, -0.700, 4.500); Sphere5 at (4.400, 0.400, 3.800), all with green StandardMaterial3D overrides, and a Camera3D positioned at (0.142, 0.600, 0.141) with a FOV of 50 and all spheres are visible."
task_0074,74,Depth Ripple Geometry Setup,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nVALIDATION_FAILED: WorldEnvironment with procedural sky missing,YouTube: Bramwell - Tutorial: Improving 3D Water in Godot 4,zvoQqhLeans,https://www.youtube.com/watch?v=zvoQqhLeans,https://github.com/bramreth/Godot4WaterShader,,Implement Depth Ripple Geometry Setup,"Populate res://scenes/main.tscn so Main contains a water depth visualization scene: add a WorldEnvironment with a procedural sky and glow enabled, a DirectionalLight3D with shadows enabled, a MeshInstance3D named Water that uses a 10x10 PlaneMesh subdivided 20x20 with a ShaderMaterial pointing at res://scenes/WaterShader.tres, a Background Node3D holding exactly 5 sphere MeshInstance3Ds at these positions (all within the 10x10 water plane): Sphere at (4.200, 0.300, -3.800); Sphere2 at (-3.600, -0.500, 2.900); Sphere3 at (1.100, 0.400, 4.400); Sphere4 at (-4.500, -0.200, -1.800); Sphere5 at (0.000, 0.100, -4.600), all with green StandardMaterial3D overrides, and add a Camera3D so all spheres are visible Set the Camera3D FOV to 30 and set the camera Y position to 1.0."
task_0075,75,Depth Ripple Geometry Setup,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nVALIDATION_FAILED: WorldEnvironment with procedural sky missing,YouTube: Bramwell - Tutorial: Improving 3D Water in Godot 4,zvoQqhLeans,https://www.youtube.com/watch?v=zvoQqhLeans,https://github.com/bramreth/Godot4WaterShader,,Implement Depth Ripple Geometry Setup,"Populate res://scenes/main.tscn so Main contains a water depth visualization scene: add a WorldEnvironment with a procedural sky and glow enabled, a DirectionalLight3D with shadows enabled, a MeshInstance3D named Water that uses a 10x10 PlaneMesh subdivided 20x20 with a ShaderMaterial pointing at res://scenes/WaterShader.tres, a Background Node3D holding exactly 5 sphere MeshInstance3Ds at these positions (all within the 10x10 water plane): Sphere at (3.800, -0.400, 3.200); Sphere2 at (-2.900, 0.200, -4.100); Sphere3 at (4.600, 0.000, -0.600); Sphere4 at (-4.200, -0.600, 1.700); Sphere5 at (0.800, 0.500, -3.100), all with green StandardMaterial3D overrides, and add a Camera3D so all spheres are visible Set the Camera3D FOV to 30 and set the camera Y position to 1.0."
task_0076,76,Depth Ripple Geometry Setup,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nVALIDATION_FAILED: WorldEnvironment with procedural sky missing,YouTube: Bramwell - Tutorial: Improving 3D Water in Godot 4,zvoQqhLeans,https://www.youtube.com/watch?v=zvoQqhLeans,https://github.com/bramreth/Godot4WaterShader,,Implement Depth Ripple Geometry Setup,"Populate res://scenes/main.tscn so Main contains a water depth visualization scene: add a WorldEnvironment with a procedural sky and glow enabled, a DirectionalLight3D with shadows enabled, a MeshInstance3D named Water that uses a 10x10 PlaneMesh subdivided 20x20 with a ShaderMaterial pointing at res://scenes/WaterShader.tres, a Background Node3D holding exactly 5 sphere MeshInstance3Ds at these positions (all within the 10x10 water plane): Sphere at (-1.800, 0.200, 4.700); Sphere2 at (4.400, -0.300, 1.100); Sphere3 at (-4.700, 0.100, -0.400); Sphere4 at (2.200, -0.500, -4.300); Sphere5 at (0.300, 0.400, 2.900), all with green StandardMaterial3D overrides, and add a Camera3D so all spheres are visible Set the Camera3D FOV to 30 and set the camera Y position to 1.0."
task_0077,77,Depth Ripple Geometry Setup,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nVALIDATION_FAILED: WorldEnvironment with procedural sky missing,YouTube: Bramwell - Tutorial: Improving 3D Water in Godot 4,zvoQqhLeans,https://www.youtube.com/watch?v=zvoQqhLeans,https://github.com/bramreth/Godot4WaterShader,,Implement Depth Ripple Geometry Setup,"Populate res://scenes/main.tscn so Main contains a water depth visualization scene: add a WorldEnvironment with a procedural sky and glow enabled, a DirectionalLight3D with shadows enabled, a MeshInstance3D named Water that uses a 10x10 PlaneMesh subdivided 20x20 with a ShaderMaterial pointing at res://scenes/WaterShader.tres, a Background Node3D holding exactly 5 sphere MeshInstance3Ds at these positions (all within the 10x10 water plane): Sphere at (-3.900, 0.300, -3.600); Sphere2 at (3.200, -0.200, 4.100); Sphere3 at (-0.800, 0.500, -4.400); Sphere4 at (4.700, -0.400, -1.200); Sphere5 at (-4.600, 0.000, 2.000), all with green StandardMaterial3D overrides, and add a Camera3D so all spheres are visible Set the Camera3D FOV to 30 and set the camera Y position to 1.0."
task_0078,78,Depth Ripple Geometry Setup,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nVALIDATION_FAILED: WorldEnvironment with procedural sky missing,YouTube: Bramwell - Tutorial: Improving 3D Water in Godot 4,zvoQqhLeans,https://www.youtube.com/watch?v=zvoQqhLeans,https://github.com/bramreth/Godot4WaterShader,,Implement Depth Ripple Geometry Setup,"Populate res://scenes/main.tscn so Main contains a water depth visualization scene: add a WorldEnvironment with a procedural sky and glow enabled, a DirectionalLight3D with shadows enabled, a MeshInstance3D named Water that uses a 10x10 PlaneMesh subdivided 20x20 with a ShaderMaterial pointing at res://scenes/WaterShader.tres, a Background Node3D holding exactly 5 sphere MeshInstance3Ds at these positions (all within the 10x10 water plane): Sphere at (2.600, -0.500, -4.500); Sphere2 at (-4.300, 0.200, 3.400); Sphere3 at (4.500, 0.400, 0.900); Sphere4 at (-1.200, -0.100, -3.900); Sphere5 at (0.700, 0.300, 4.600), all with green StandardMaterial3D overrides, and add a Camera3D so all spheres are visible Set the Camera3D FOV to 30 and set the camera Y position to 1.0."
task_0079,79,Assemble Crusader AnimatedSprite with Correct Directions,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.5.1.stable.official.f62fdbde1 - https://godotengine.org\n\nVALIDATION_FAILED: Set Player.motion_mode to Floating for 8-direction movement,KidsCanCode – 8-Directional Movement/Animation,,,https://github.com/godotrecipes/8_direction_animation,"graphics, animation, physics",Implement Assemble Crusader AnimatedSprite with Correct Directions,"In scenes/Player.tscn finish the Player CharacterBody2D by switching motion_mode to Floating, adding an AnimatedSprite2D that uses the Isometric Mini-Crusader sprite set with animations idle0 through idle7 and run0 through run7 (default to idle0, with animation speed scale 2.0), each one fully using the 16 or 17-frame animation loop in the corresponding sprite set, and adding a CollisionShape2D rectangle positioned at (7, 44) with a 66x24 size so the collider hugs the feet. Note that idle0 should face right, idle1 faces bottom-right, idle2 faces bottom, etc. The sprite set numbering and our animation numberings are different, so make sure you have them matched up. Name the nodes the same as each node's class names (AnimatedSprite2D and CollisionShape2D, case sensitive)."
task_0080,80,Assemble Crusader AnimatedSprite with Walk for Running,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.5.1.stable.official.f62fdbde1 - https://godotengine.org\n\nVALIDATION_FAILED: Set Player.motion_mode to Floating for 8-direction movement,KidsCanCode – 8-Directional Movement/Animation,,,https://github.com/godotrecipes/8_direction_animation,"graphics, animation, physics",Implement Assemble Crusader AnimatedSprite with Walk for Running,"In scenes/Player.tscn finish the Player CharacterBody2D by switching motion_mode to Floating, adding an AnimatedSprite2D that uses the Isometric Mini-Crusader sprite set with animations idle0 through idle7 and run0 through run7 (default to idle0, with animation speed scale 2.0), using sprites for the Crusader sprite set. For the idle animation, use the idle set in full; for the run animation, use the walk set in full instead. Then, add a CollisionShape2D rectangle positioned at (7, 44) with a 66x24 size so the collider hugs the feet. Note that idle0 should face right, idle1 faces bottom-right, idle2 faces bottom, etc. The sprite set numbering and our animation numberings are different, so make sure you have them matched up. Name the nodes the same as each node's class names (AnimatedSprite2D and CollisionShape2D, case sensitive)."
